Codigo distrito;Nombre tipo zona;Nit cliente-sucursal;Recency;Monetary;Frequency;Distrito-Nombretipozona;Cluster;Letra cluster
10;Artes graficas;52436892-1;24;4079,0;4;10-Artes graficas;Cluster 0;E
10;Artes graficas;52482163-1;23;452,0;2;10-Artes graficas;Cluster 0;E
10;Artes graficas;52786550-1;14;798,0;1;10-Artes graficas;Cluster 0;E
10;Artes graficas;52798044-1;6;568,0;2;10-Artes graficas;Cluster 0;E
10;Artes graficas;53105846-1;11;2424,0;9;10-Artes graficas;Cluster 0;E
10;Artes graficas;65801462-1;15;1235,0;3;10-Artes graficas;Cluster 0;E
10;Artes graficas;6743842-1;13;9330,0;2;10-Artes graficas;Cluster 0;E
10;Artes graficas;7538810-1;17;10049,0;8;10-Artes graficas;Cluster 0;E
10;Artes graficas;79003107-1;23;10238,0;2;10-Artes graficas;Cluster 0;E
10;Artes graficas;79106573-1;19;3912,0;1;10-Artes graficas;Cluster 0;E
10;Artes graficas;79127036-1;24;77277,0;8;10-Artes graficas;Cluster 0;E
10;Artes graficas;79146521-1;24;694,0;1;10-Artes graficas;Cluster 0;E
10;Artes graficas;79273230-1;23;41875,0;2;10-Artes graficas;Cluster 0;E
10;Artes graficas;79287316-1;21;22996,0;9;10-Artes graficas;Cluster 0;E
10;Artes graficas;79417828-1;14;21560,0;4;10-Artes graficas;Cluster 0;E
10;Artes graficas;79474061-1;14;12490,0;5;10-Artes graficas;Cluster 0;E
10;Artes graficas;79514168-1;24;75835,0;6;10-Artes graficas;Cluster 0;E
10;Artes graficas;79576487-1;24;20582,0;11;10-Artes graficas;Cluster 0;E
10;Artes graficas;79580609-1;15;3278,0;1;10-Artes graficas;Cluster 0;E
10;Artes graficas;79729620-1;21;17615,0;9;10-Artes graficas;Cluster 0;E
10;Artes graficas;79778736-1;24;54640,0;13;10-Artes graficas;Cluster 0;E
10;Artes graficas;79795744-1;21;15576,0;1;10-Artes graficas;Cluster 0;E
10;Artes graficas;79820760-1;23;26003,0;2;10-Artes graficas;Cluster 0;E
10;Artes graficas;79853397-1;23;1454,0;3;10-Artes graficas;Cluster 0;E
10;Artes graficas;79869248-1;20;15185,0;8;10-Artes graficas;Cluster 0;E
10;Artes graficas;79909808-1;1;2574,0;1;10-Artes graficas;Cluster 0;E
10;Artes graficas;79958651-1;20;6658,0;1;10-Artes graficas;Cluster 0;E
10;Artes graficas;800007202-1;23;1253,0;5;10-Artes graficas;Cluster 0;E
10;Artes graficas;800029373-1;24;44701,0;13;10-Artes graficas;Cluster 0;E
10;Artes graficas;800036577-1;2;365,0;1;10-Artes graficas;Cluster 0;E
10;Artes graficas;800040938-1;18;1268,0;4;10-Artes graficas;Cluster 0;E
10;Artes graficas;800052509-1;23;58677,0;9;10-Artes graficas;Cluster 0;E
10;Artes graficas;800056767-1;21;963,0;1;10-Artes graficas;Cluster 0;E
10;Artes graficas;800058671-1;24;20215,0;21;10-Artes graficas;Cluster 0;E
10;Artes graficas;800065187-1;2;14351,0;2;10-Artes graficas;Cluster 0;E
10;Artes graficas;800069818-1;23;1098,0;2;10-Artes graficas;Cluster 0;E
10;Artes graficas;800093772-1;20;204591,0;18;10-Artes graficas;Cluster 0;E
10;Artes graficas;800095560-1;18;4839,0;2;10-Artes graficas;Cluster 0;E
10;Artes graficas;800099183-1;24;13918,0;11;10-Artes graficas;Cluster 0;E
10;Artes graficas;800119100-1;24;54312,0;12;10-Artes graficas;Cluster 0;E
10;Artes graficas;800119869-1;24;64631,0;13;10-Artes graficas;Cluster 0;E
10;Artes graficas;800123171-1;24;15965,0;8;10-Artes graficas;Cluster 0;E
10;Artes graficas;800125222-1;23;224522,0;9;10-Artes graficas;Cluster 0;E
10;Artes graficas;800137298-1;20;28026,0;8;10-Artes graficas;Cluster 0;E
10;Artes graficas;800137595-1;24;172078,0;16;10-Artes graficas;Cluster 0;E
10;Artes graficas;800137902-1;24;17528,0;12;10-Artes graficas;Cluster 0;E
10;Artes graficas;800139936-1;24;95215,0;15;10-Artes graficas;Cluster 0;E
10;Artes graficas;800141772-1;17;5394,0;2;10-Artes graficas;Cluster 0;E
10;Artes graficas;800155299-1;23;10582,0;13;10-Artes graficas;Cluster 0;E
10;Artes graficas;800156221-1;24;39557,0;14;10-Artes graficas;Cluster 0;E
10;Artes graficas;800156968-1;24;52369,0;17;10-Artes graficas;Cluster 0;E
10;Artes graficas;800161739-1;24;53786,0;15;10-Artes graficas;Cluster 0;E
10;Artes graficas;800165895-1;20;15789,0;3;10-Artes graficas;Cluster 0;E
10;Artes graficas;800170615-1;23;54087,0;16;10-Artes graficas;Cluster 0;E
10;Artes graficas;800174904-1;24;80789,0;23;10-Artes graficas;Cluster 0;E
10;Artes graficas;80018776-1;23;2065,0;3;10-Artes graficas;Cluster 0;E
10;Artes graficas;800192810-1;24;73889,0;2;10-Artes graficas;Cluster 0;E
10;Artes graficas;800194086-1;2;3864,0;1;10-Artes graficas;Cluster 0;E
10;Artes graficas;800200760-1;21;1863,0;3;10-Artes graficas;Cluster 0;E
10;Artes graficas;800202098-1;24;77285,0;20;10-Artes graficas;Cluster 0;E
10;Artes graficas;800202807-1;18;1077,0;2;10-Artes graficas;Cluster 0;E
10;Artes graficas;800206621-1;24;159954,0;21;10-Artes graficas;Cluster 0;E
10;Artes graficas;800215382-1;24;73825,0;18;10-Artes graficas;Cluster 0;E
10;Artes graficas;800216738-1;22;59627,0;10;10-Artes graficas;Cluster 0;E
10;Artes graficas;800218058-1;21;7116,0;2;10-Artes graficas;Cluster 0;E
10;Artes graficas;800223762-1;21;2788,0;6;10-Artes graficas;Cluster 0;E
10;Artes graficas;800251062-1;17;100692,0;9;10-Artes graficas;Cluster 0;E
10;Artes graficas;80175606-1;4;3070,0;3;10-Artes graficas;Cluster 0;E
10;Artes graficas;80181525-1;3;308,0;1;10-Artes graficas;Cluster 0;E
10;Artes graficas;80258840-1;23;71513,0;4;10-Artes graficas;Cluster 0;E
10;Artes graficas;80267625-1;10;908,0;1;10-Artes graficas;Cluster 0;E
10;Artes graficas;80424492-1;5;492,0;1;10-Artes graficas;Cluster 0;E
10;Artes graficas;80724858-1;12;53217,0;3;10-Artes graficas;Cluster 0;E
10;Artes graficas;80842666-1;15;1697,0;2;10-Artes graficas;Cluster 0;E
10;Artes graficas;830000468-1;24;59239,0;13;10-Artes graficas;Cluster 0;E
10;Artes graficas;830001880-1;23;42890,0;16;10-Artes graficas;Cluster 0;E
10;Artes graficas;830002544-1;24;148131,0;21;10-Artes graficas;Cluster 0;E
10;Artes graficas;830004408-1;10;990,0;1;10-Artes graficas;Cluster 0;E
10;Artes graficas;830004627-1;8;369,0;2;10-Artes graficas;Cluster 0;E
10;Artes graficas;830005165-1;24;103707,0;8;10-Artes graficas;Cluster 0;E
10;Artes graficas;830008882-1;24;84820,0;22;10-Artes graficas;Cluster 0;E
10;Artes graficas;830012971-1;21;30557,0;3;10-Artes graficas;Cluster 0;E
10;Artes graficas;830015428-1;23;39286,0;18;10-Artes graficas;Cluster 0;E
10;Artes graficas;830015667-1;24;14976,0;5;10-Artes graficas;Cluster 0;E
10;Artes graficas;830016842-1;16;1354,0;2;10-Artes graficas;Cluster 0;E
10;Artes graficas;830018303-1;23;14708,0;12;10-Artes graficas;Cluster 0;E
10;Artes graficas;830019116-1;24;26740,0;6;10-Artes graficas;Cluster 0;E
10;Artes graficas;830019575-1;24;242185,0;18;10-Artes graficas;Cluster 0;E
10;Artes graficas;830022907-1;23;210411,0;20;10-Artes graficas;Cluster 0;E
10;Artes graficas;830025248-1;22;61743,0;13;10-Artes graficas;Cluster 0;E
10;Artes graficas;830025568-1;21;18935,0;6;10-Artes graficas;Cluster 0;E
10;Artes graficas;830025971-1;23;186623,0;22;10-Artes graficas;Cluster 0;E
10;Artes graficas;830028477-1;23;36974,0;16;10-Artes graficas;Cluster 0;E
10;Artes graficas;830031163-1;17;90082,0;4;10-Artes graficas;Cluster 0;E
10;Artes graficas;830031337-1;21;3950,0;3;10-Artes graficas;Cluster 0;E
10;Artes graficas;830035067-1;22;72381,0;17;10-Artes graficas;Cluster 0;E
10;Artes graficas;830039482-1;24;98505,0;13;10-Artes graficas;Cluster 0;E
10;Artes graficas;830041905-1;17;20915,0;5;10-Artes graficas;Cluster 0;E
10;Artes graficas;830042624-1;8;296,0;1;10-Artes graficas;Cluster 0;E
10;Artes graficas;830044682-1;24;3057,0;4;10-Artes graficas;Cluster 0;E
10;Artes graficas;830045981-1;24;11553,0;11;10-Artes graficas;Cluster 0;E
10;Artes graficas;830046289-1;23;19621,0;12;10-Artes graficas;Cluster 0;E
10;Artes graficas;830047813-1;12;13566,0;7;10-Artes graficas;Cluster 0;E
10;Artes graficas;830048173-1;24;40142,0;2;10-Artes graficas;Cluster 0;E
10;Artes graficas;830048541-1;24;188531,0;15;10-Artes graficas;Cluster 0;E
10;Artes graficas;830049394-1;24;232471,0;22;10-Artes graficas;Cluster 0;E
10;Artes graficas;830055811-1;23;66039,0;14;10-Artes graficas;Cluster 0;E
10;Artes graficas;830058008-1;23;6093,0;4;10-Artes graficas;Cluster 0;E
10;Artes graficas;830059276-1;24;28854,0;4;10-Artes graficas;Cluster 0;E
10;Artes graficas;830060296-1;8;5168,0;4;10-Artes graficas;Cluster 0;E
10;Artes graficas;830060587-1;24;5732,0;9;10-Artes graficas;Cluster 0;E
10;Artes graficas;830061287-1;15;17770,0;2;10-Artes graficas;Cluster 0;E
10;Artes graficas;830067529-1;16;30635,0;3;10-Artes graficas;Cluster 0;E
10;Artes graficas;830068624-1;21;19717,0;4;10-Artes graficas;Cluster 0;E
10;Artes graficas;830074413-1;2;1625,0;1;10-Artes graficas;Cluster 0;E
10;Artes graficas;830079574-1;23;20787,0;7;10-Artes graficas;Cluster 0;E
10;Artes graficas;830081140-1;23;31045,0;15;10-Artes graficas;Cluster 0;E
10;Artes graficas;830081252-1;24;28565,0;5;10-Artes graficas;Cluster 0;E
10;Artes graficas;830081925-1;24;15487,0;1;10-Artes graficas;Cluster 0;E
10;Artes graficas;830083523-1;24;34049,0;15;10-Artes graficas;Cluster 0;E
10;Artes graficas;830083690-1;22;961,0;1;10-Artes graficas;Cluster 0;E
10;Artes graficas;830083737-1;2;2006,0;2;10-Artes graficas;Cluster 0;E
10;Artes graficas;830089004-1;16;71903,0;6;10-Artes graficas;Cluster 0;E
10;Artes graficas;830089097-1;15;22580,0;7;10-Artes graficas;Cluster 0;E
10;Artes graficas;830089241-1;23;18091,0;4;10-Artes graficas;Cluster 0;E
10;Artes graficas;830091387-1;4;265,0;1;10-Artes graficas;Cluster 0;E
10;Artes graficas;830098080-1;6;2766,0;1;10-Artes graficas;Cluster 0;E
10;Artes graficas;830099186-1;24;127565,0;13;10-Artes graficas;Cluster 0;E
10;Artes graficas;830100780-1;23;49506,0;16;10-Artes graficas;Cluster 0;E
10;Artes graficas;830101522-1;24;85158,0;8;10-Artes graficas;Cluster 0;E
10;Artes graficas;830101822-1;12;3533,0;1;10-Artes graficas;Cluster 0;E
10;Artes graficas;830102094-1;22;46581,0;10;10-Artes graficas;Cluster 0;E
10;Artes graficas;830103707-1;11;121,0;1;10-Artes graficas;Cluster 0;E
10;Artes graficas;830104917-1;17;4187,0;4;10-Artes graficas;Cluster 0;E
10;Artes graficas;830111157-1;24;94220,0;10;10-Artes graficas;Cluster 0;E
10;Artes graficas;830115108-1;24;19694,0;11;10-Artes graficas;Cluster 0;E
10;Artes graficas;830115651-1;17;109,0;1;10-Artes graficas;Cluster 0;E
10;Artes graficas;830120991-1;9;6959,0;2;10-Artes graficas;Cluster 0;E
10;Artes graficas;830133088-1;24;52018,0;19;10-Artes graficas;Cluster 0;E
10;Artes graficas;830134474-1;24;180313,0;13;10-Artes graficas;Cluster 0;E
10;Artes graficas;830136068-1;17;19976,0;2;10-Artes graficas;Cluster 0;E
10;Artes graficas;830136207-1;23;21841,0;5;10-Artes graficas;Cluster 0;E
10;Artes graficas;830139072-1;23;4555,0;5;10-Artes graficas;Cluster 0;E
10;Artes graficas;830140984-1;22;16037,0;4;10-Artes graficas;Cluster 0;E
10;Artes graficas;830143699-1;17;1426,0;4;10-Artes graficas;Cluster 0;E
10;Artes graficas;830144579-1;23;54132,0;5;10-Artes graficas;Cluster 0;E
10;Artes graficas;832000957-1;24;22974,0;5;10-Artes graficas;Cluster 0;E
10;Artes graficas;860001498-1;9;146019,0;8;10-Artes graficas;Cluster 0;E
10;Artes graficas;860005080-1;21;80141,0;15;10-Artes graficas;Cluster 0;E
10;Artes graficas;860015856-1;15;2084,0;2;10-Artes graficas;Cluster 0;E
10;Artes graficas;860025390-1;21;145799,0;12;10-Artes graficas;Cluster 0;E
10;Artes graficas;860026831-1;22;32696,0;3;10-Artes graficas;Cluster 0;E
10;Artes graficas;860027872-2;21;11446,0;4;10-Artes graficas;Cluster 0;E
10;Artes graficas;860030550-1;24;26957,0;16;10-Artes graficas;Cluster 0;E
10;Artes graficas;860030780-1;23;235401,0;13;10-Artes graficas;Cluster 0;E
10;Artes graficas;860030839-1;11;700,0;11;10-Artes graficas;Cluster 0;E
10;Artes graficas;860031885-1;24;53602,0;24;10-Artes graficas;Cluster 0;E
10;Artes graficas;860033394-1;24;227363,0;20;10-Artes graficas;Cluster 0;E
10;Artes graficas;860035909-2;24;3326,0;1;10-Artes graficas;Cluster 0;E
10;Artes graficas;860038244-1;24;72881,0;23;10-Artes graficas;Cluster 0;E
10;Artes graficas;860038748-1;24;59221,0;17;10-Artes graficas;Cluster 0;E
10;Artes graficas;860052151-1;24;16363,0;9;10-Artes graficas;Cluster 0;E
10;Artes graficas;860057189-1;24;47444,0;16;10-Artes graficas;Cluster 0;E
10;Artes graficas;860061763-1;15;2612,0;1;10-Artes graficas;Cluster 0;E
10;Artes graficas;860064109-1;23;135348,0;10;10-Artes graficas;Cluster 0;E
10;Artes graficas;860067798-1;24;229136,0;20;10-Artes graficas;Cluster 0;E
10;Artes graficas;860070968-1;24;7970,0;21;10-Artes graficas;Cluster 0;E
10;Artes graficas;860071863-1;24;42364,0;15;10-Artes graficas;Cluster 0;E
10;Artes graficas;860072172-1;1;616,0;1;10-Artes graficas;Cluster 0;E
10;Artes graficas;860077456-1;24;51569,0;11;10-Artes graficas;Cluster 0;E
10;Artes graficas;860078234-1;11;2124,0;1;10-Artes graficas;Cluster 0;E
10;Artes graficas;860350034-1;24;203646,0;18;10-Artes graficas;Cluster 0;E
10;Artes graficas;860350626-1;24;184695,0;13;10-Artes graficas;Cluster 0;E
10;Artes graficas;860351925-1;24;28374,0;9;10-Artes graficas;Cluster 0;E
10;Artes graficas;860401120-1;19;103948,0;8;10-Artes graficas;Cluster 0;E
10;Artes graficas;860451688-1;24;1793,0;5;10-Artes graficas;Cluster 0;E
10;Artes graficas;860504354-1;23;247314,0;19;10-Artes graficas;Cluster 0;E
10;Artes graficas;860508810-1;23;162173,0;11;10-Artes graficas;Cluster 0;E
10;Artes graficas;860512231-1;24;100839,0;10;10-Artes graficas;Cluster 0;E
10;Artes graficas;860515758-1;24;4027,0;3;10-Artes graficas;Cluster 0;E
10;Artes graficas;860516598-1;24;29875,0;8;10-Artes graficas;Cluster 0;E
10;Artes graficas;860517566-1;24;122343,0;18;10-Artes graficas;Cluster 0;E
10;Artes graficas;860517718-1;23;207175,0;18;10-Artes graficas;Cluster 0;E
10;Artes graficas;860518543-1;21;25050,0;14;10-Artes graficas;Cluster 0;E
10;Artes graficas;860518921-1;23;12534,0;10;10-Artes graficas;Cluster 0;E
10;Artes graficas;860519955-1;24;99200,0;10;10-Artes graficas;Cluster 0;E
10;Artes graficas;860520147-1;8;3771,0;5;10-Artes graficas;Cluster 0;E
10;Artes graficas;860530547-2;16;242429,0;5;10-Artes graficas;Cluster 0;E
10;Artes graficas;860531396-1;9;34160,0;1;10-Artes graficas;Cluster 0;E
10;Artes graficas;860532766-1;11;2412,0;1;10-Artes graficas;Cluster 0;E
10;Artes graficas;900006166-1;16;20436,0;1;10-Artes graficas;Cluster 0;E
10;Artes graficas;900006809-1;24;220608,0;16;10-Artes graficas;Cluster 0;E
10;Artes graficas;900010769-1;24;208872,0;17;10-Artes graficas;Cluster 0;E
10;Artes graficas;900027511-1;3;10821,0;3;10-Artes graficas;Cluster 0;E
10;Artes graficas;900028622-1;24;150824,0;13;10-Artes graficas;Cluster 0;E
10;Artes graficas;900038595-1;21;33066,0;4;10-Artes graficas;Cluster 0;E
10;Artes graficas;900046450-1;24;30847,0;23;10-Artes graficas;Cluster 0;E
10;Artes graficas;900048295-1;22;24783,0;13;10-Artes graficas;Cluster 0;E
10;Artes graficas;900070682-1;24;151539,0;22;10-Artes graficas;Cluster 0;E
10;Artes graficas;900071931-1;24;9085,0;4;10-Artes graficas;Cluster 0;E
10;Artes graficas;900072630-1;18;66190,0;14;10-Artes graficas;Cluster 0;E
10;Artes graficas;900077818-1;2;2062,0;1;10-Artes graficas;Cluster 0;E
10;Artes graficas;900077818-2;1;157,0;1;10-Artes graficas;Cluster 0;E
10;Artes graficas;900080634-1;24;88847,0;16;10-Artes graficas;Cluster 0;E
10;Artes graficas;900085792-1;23;48476,0;21;10-Artes graficas;Cluster 0;E
10;Artes graficas;900086207-1;10;16156,0;3;10-Artes graficas;Cluster 0;E
10;Artes graficas;900088496-1;21;2604,0;5;10-Artes graficas;Cluster 0;E
10;Artes graficas;900089132-1;24;145660,0;19;10-Artes graficas;Cluster 0;E
10;Artes graficas;900105931-1;23;62984,0;17;10-Artes graficas;Cluster 0;E
10;Artes graficas;900109602-1;18;6804,0;5;10-Artes graficas;Cluster 0;E
10;Artes graficas;900128571-1;10;3271,0;5;10-Artes graficas;Cluster 0;E
10;Artes graficas;900138889-1;18;189,0;1;10-Artes graficas;Cluster 0;E
10;Artes graficas;900149222-1;21;12233,0;4;10-Artes graficas;Cluster 0;E
10;Artes graficas;900165378-1;24;213989,0;14;10-Artes graficas;Cluster 0;E
10;Artes graficas;900167804-1;2;4877,0;2;10-Artes graficas;Cluster 0;E
10;Artes graficas;900183423-2;24;50503,0;13;10-Artes graficas;Cluster 0;E
10;Artes graficas;900196137-1;24;4656,0;1;10-Artes graficas;Cluster 0;E
10;Artes graficas;900200067-1;23;231969,0;15;10-Artes graficas;Cluster 0;E
10;Artes graficas;900212047-1;1;322,0;1;10-Artes graficas;Cluster 0;E
10;Artes graficas;900221330-1;17;14674,0;2;10-Artes graficas;Cluster 0;E
10;Artes graficas;900221887-1;23;30858,0;4;10-Artes graficas;Cluster 0;E
10;Artes graficas;900221895-1;20;45005,0;9;10-Artes graficas;Cluster 0;E
10;Artes graficas;900242129-1;23;1659,0;2;10-Artes graficas;Cluster 0;E
10;Artes graficas;900244748-1;24;54324,0;16;10-Artes graficas;Cluster 0;E
10;Artes graficas;900264454-1;17;115539,0;11;10-Artes graficas;Cluster 0;E
10;Artes graficas;900264569-1;24;223379,0;17;10-Artes graficas;Cluster 0;E
10;Artes graficas;900267734-2;23;3268,0;2;10-Artes graficas;Cluster 0;E
10;Artes graficas;900269923-1;23;20660,0;10;10-Artes graficas;Cluster 0;E
10;Artes graficas;900274558-1;9;244,0;1;10-Artes graficas;Cluster 0;E
10;Artes graficas;900284269-1;23;139822,0;10;10-Artes graficas;Cluster 0;E
10;Artes graficas;900291743-1;24;102089,0;11;10-Artes graficas;Cluster 0;E
10;Artes graficas;900305711-1;22;145471,0;18;10-Artes graficas;Cluster 0;E
10;Artes graficas;900308400-1;24;1249,0;24;10-Artes graficas;Cluster 0;E
10;Artes graficas;900324457-1;24;17021,0;7;10-Artes graficas;Cluster 0;E
10;Artes graficas;900326153-1;17;94037,0;13;10-Artes graficas;Cluster 0;E
10;Artes graficas;900341444-1;24;4499,0;24;10-Artes graficas;Cluster 0;E
10;Artes graficas;900350312-1;23;140713,0;20;10-Artes graficas;Cluster 0;E
10;Artes graficas;900351604-1;23;68656,0;8;10-Artes graficas;Cluster 0;E
10;Artes graficas;900364739-1;6;4270,0;1;10-Artes graficas;Cluster 0;E
10;Artes graficas;900369271-1;24;38577,0;7;10-Artes graficas;Cluster 0;E
10;Artes graficas;900377377-1;10;500,0;2;10-Artes graficas;Cluster 0;E
10;Artes graficas;900379632-1;8;397,0;2;10-Artes graficas;Cluster 0;E
10;Artes graficas;900381613-1;24;33657,0;10;10-Artes graficas;Cluster 0;E
10;Artes graficas;900382230-1;20;4146,0;1;10-Artes graficas;Cluster 0;E
10;Artes graficas;900404359-1;24;130141,0;17;10-Artes graficas;Cluster 0;E
10;Artes graficas;900409136-1;23;91903,0;7;10-Artes graficas;Cluster 0;E
10;Artes graficas;900409824-1;23;76314,0;21;10-Artes graficas;Cluster 0;E
10;Artes graficas;900413037-1;2;844,0;1;10-Artes graficas;Cluster 0;E
10;Artes graficas;900413145-1;24;49968,0;11;10-Artes graficas;Cluster 0;E
10;Artes graficas;900413215-1;24;25434,0;4;10-Artes graficas;Cluster 0;E
10;Artes graficas;900424973-1;21;975,0;1;10-Artes graficas;Cluster 0;E
10;Artes graficas;900425857-1;24;1737,0;4;10-Artes graficas;Cluster 0;E
10;Artes graficas;900437116-1;24;223424,0;24;10-Artes graficas;Cluster 0;E
10;Artes graficas;900444403-1;24;13337,0;2;10-Artes graficas;Cluster 0;E
10;Artes graficas;900447728-1;12;8519,0;5;10-Artes graficas;Cluster 0;E
10;Artes graficas;900452945-1;22;5898,0;3;10-Artes graficas;Cluster 0;E
10;Artes graficas;900454448-1;6;348,0;1;10-Artes graficas;Cluster 0;E
10;Artes graficas;900461629-1;7;30681,0;4;10-Artes graficas;Cluster 0;E
10;Artes graficas;900467028-1;8;936,0;1;10-Artes graficas;Cluster 0;E
10;Artes graficas;900476877-1;12;784,0;1;10-Artes graficas;Cluster 0;E
10;Artes graficas;900485569-1;16;6706,0;1;10-Artes graficas;Cluster 0;E
10;Artes graficas;900491235-1;24;118252,0;17;10-Artes graficas;Cluster 0;E
10;Artes graficas;900491668-1;23;3468,0;3;10-Artes graficas;Cluster 0;E
10;Artes graficas;900495784-1;24;27808,0;11;10-Artes graficas;Cluster 0;E
10;Artes graficas;900501529-1;22;129430,0;12;10-Artes graficas;Cluster 0;E
10;Artes graficas;900512005-1;23;23993,0;8;10-Artes graficas;Cluster 0;E
10;Artes graficas;900516851-1;18;60195,0;12;10-Artes graficas;Cluster 0;E
10;Artes graficas;900535433-1;3;3525,0;1;10-Artes graficas;Cluster 0;E
10;Artes graficas;900545111-1;12;276,0;1;10-Artes graficas;Cluster 0;E
10;Artes graficas;900552361-1;17;132282,0;16;10-Artes graficas;Cluster 0;E
10;Artes graficas;900563861-1;12;3062,0;1;10-Artes graficas;Cluster 0;E
10;Artes graficas;900582568-1;24;118204,0;22;10-Artes graficas;Cluster 0;E
10;Artes graficas;900586317-1;11;2214,0;1;10-Artes graficas;Cluster 0;E
10;Artes graficas;900605957-1;23;21225,0;1;10-Artes graficas;Cluster 0;E
10;Artes graficas;900609253-2;24;79743,0;14;10-Artes graficas;Cluster 0;E
10;Artes graficas;900622987-1;23;28582,0;5;10-Artes graficas;Cluster 0;E
10;Artes graficas;900626072-1;23;7266,0;1;10-Artes graficas;Cluster 0;E
10;Artes graficas;900634314-1;23;49881,0;8;10-Artes graficas;Cluster 0;E
10;Artes graficas;900635988-1;3;1115,0;2;10-Artes graficas;Cluster 0;E
10;Artes graficas;900646057-1;22;48704,0;5;10-Artes graficas;Cluster 0;E
10;Artes graficas;900647694-2;15;4682,0;2;10-Artes graficas;Cluster 0;E
10;Artes graficas;900656339-1;23;58361,0;8;10-Artes graficas;Cluster 0;E
10;Artes graficas;900656763-1;20;4584,0;1;10-Artes graficas;Cluster 0;E
10;Artes graficas;900658958-1;23;8023,0;1;10-Artes graficas;Cluster 0;E
10;Artes graficas;900662607-1;24;233615,0;20;10-Artes graficas;Cluster 0;E
10;Artes graficas;900675835-1;23;46116,0;3;10-Artes graficas;Cluster 0;E
10;Artes graficas;900693009-1;24;72960,0;7;10-Artes graficas;Cluster 0;E
10;Artes graficas;900695603-1;8;353,0;1;10-Artes graficas;Cluster 0;E
10;Artes graficas;900703620-1;24;177912,0;24;10-Artes graficas;Cluster 0;E
10;Artes graficas;900705601-1;14;1383,0;2;10-Artes graficas;Cluster 0;E
10;Artes graficas;900714388-1;4;180,0;1;10-Artes graficas;Cluster 0;E
10;Artes graficas;900714841-1;24;1588,0;2;10-Artes graficas;Cluster 0;E
